GEO_ID,COUNT,MEAN
1400000US53033020300,4300,0.657119976063
1400000US53033020401,3833,0.699151642366
1400000US53033020402,4617,0.763955645733
1400000US53033021100,4333,0.67537937113
1400000US53033021804,5049,0.682748866621
1400000US53033022003,3823,0.699861588604
1400000US53033022201,3779,0.715626858906
1400000US53033022603,4830,0.689040455361
1400000US53033022703,6926,0.82720412769
1400000US53033023201,2614,0.668752759917
1400000US53033023404,6050,0.768134325738
1400000US53033023803,923,0.390920640943
1400000US53033024100,10002,0.716303702276
1400000US53033024701,4476,0.744936937173
1400000US53033025005,12572,0.831541708477
1400000US53033025400,3727,0.587053305617
1400000US53033026300,8563,0.446461784583
1400000US53033026802,3371,0.642436238115
1400000US53033027500,3655,0.629516327779
1400000US53033028000,3423,0.62735980141
1400000US53033028403,3478,0.590968972005
1400000US53033028700,4363,0.693092411192
1400000US53033029004,2857,0.561332897245
1400000US53033029303,5920,0.72920628652
1400000US53033029307,6255,0.834744795032
1400000US53033029403,4007,0.690226383044
1400000US53033029405,4089,0.717200741533
1400000US53033029408,2080,0.689286141166
1400000US53033030005,3565,0.732781624284
1400000US53033030308,3587,0.699587409086
1400000US53033030313,6546,0.564255818885
1400000US53033030503,5411,0.612566429092
1400000US53033030802,2260,0.611778036901
1400000US53033031206,6082,0.793093428339
1400000US53033031502,1693330,0.914449852055
1400000US53033031604,6857,0.77015837186
1400000US53033031706,6856,0.652660436532
1400000US53033031909,3151,0.800958088861
1400000US53033032008,3983,0.776419220754
1400000US53033032211,4896,0.835857533097
1400000US53033032214,11059,0.782740991301
1400000US53033032317,7198,0.865563315479
1400000US53033032323,5413,0.789655773051
1400000US53033032329,15953,0.832942400729
1400000US53033032702,859426,0.857764313004
1400000US53033032800,2335882,0.850601646933
1400000US53033990100,25,0.657960354537
1400000US53035080200,4046,0.676213278317
1400000US53035080800,2782,0.593191869586
1400000US53035081200,1427,0.525867530963
1400000US53035090501,13349,0.656454666712
1400000US53001950200,4279015,0.4365809479843084
1400000US53007960100,5213475,0.673270911294
1400000US53007960200,4240636,0.798923056617
1400000US53007960300,831938,0.566919930454
1400000US53007960500,1368078,0.750961999978
1400000US53007960802,12933,0.404178001381
1400000US53007961000,5738,0.295520792823
1400000US53009000200,1597566,0.892200986475
1400000US53009000400,1769623,0.908855864618
1400000US53009000600,1808590,0.919448350419
1400000US53009001500,850633,0.875832894735
1400000US53009002100,6315,0.55191901236
1400000US53009990100,51341,0.318816411588
1400000US53017950100,3669528,0.474319891444
1400000US53017950200,3868979,0.416815632658
1400000US53017950800,10702,0.44827860871
1400000US53019970100,3403500,0.827476708329719
1400000US53025010600,13808,0.503272173169
1400000US53025010700,1510086,0.6208792364931663
1400000US53027000200,528771,0.8569880080878467
1400000US53027000300,2385073,0.9006238394265763
1400000US53027000400,1077047,0.8717384376837651
1400000US53029970200,29586,0.784114278176
1400000US53029970601,2694,0.720744907895
1400000US53029971600,36103,0.858744270571
1400000US53029971700,40773,0.840591508704
1400000US53029972100,56149,0.822320370451
1400000US53031950202,447148,0.896662213503
1400000US53031950602,19018,0.893074952905
1400000US53033000401,2287,0.671466937474
1400000US53033000900,5838,0.426218751358
1400000US53033002400,1628,0.646511392178
1400000US53033002800,1633,0.513619487431
1400000US53033003400,1273,0.557360061818
1400000US53033004301,1642,0.560147002221
1400000US53033004900,1814,0.444421836993
1400000US53033005900,3267,0.513876702709
1400000US53033006400,1473,0.615697656704
1400000US53033007100,1295,0.320453527328
1400000US53033007600,932,0.506683552022
1400000US53033008002,351,0.220048929424
1400000US53033008500,787,0.328977277439
1400000US53033009100,702,0.312927070198
1400000US53033009800,3172,0.5426419504
1400000US53033010300,2722,0.56437257257
1400000US53033010702,1268,0.572383003856
1400000US53033011300,5280,0.665607704423
1400000US53033012000,2405,0.648492183541
1400000US53061052502,23925,0.807868535995
1400000US53061052503,8262,0.761553676794
1400000US53061052701,34043,0.901712093997
1400000US53061052708,5303,0.738645181804
1400000US53061052806,5239,0.723808792796
1400000US53061053102,42064,0.884035722932
1400000US53061053506,432389,0.917630440598
1400000US53061053507,7925,0.771521916616
1400000US53061053602,898981,0.892128436965
1400000US53061053700,2819758,0.843999146977
1400000US53061053801,1891886,0.864186944133
1400000US53061990002,145,0.321929683267
1400000US53061990100,1,0.157706096768
1400000US53035090502,11653,0.802782629567
1400000US53035090700,30108,0.831230394759
1400000US53035091204,8125,0.610963162936
1400000US53035091600,8461,0.786805821587
1400000US53035092300,12187,0.775140190286
1400000US53035092803,30761,0.899108769233
1400000US53037975200,2515538,0.7639974982069424
