GEO_ID,COUNT,MEAN
1400000US53033020300,4300,0.553669924054
1400000US53033020401,3833,0.614315518077
1400000US53033020402,4617,0.701036943485
1400000US53033021100,4333,0.622059774578
1400000US53033021804,5049,0.647732920199
1400000US53033022003,3823,0.639739436409
1400000US53033022201,3779,0.656294492565
1400000US53033022603,4830,0.631860796249
1400000US53033022703,6926,0.772049313725
1400000US53033023201,2603,0.586289292083
1400000US53033023404,6049,0.488574845201
1400000US53033023803,923,0.281367337365
1400000US53033024100,10002,0.562027721677
1400000US53033024701,4476,0.661291530118
1400000US53033025005,12572,0.784405195629
1400000US53033025400,3727,0.488681849717
1400000US53033026300,8563,0.378479056282
1400000US53033026802,3371,0.539777198964
1400000US53033027500,3655,0.532628111733
1400000US53033028000,3423,0.544896153911
1400000US53033028403,3478,0.491665613647
1400000US53033028700,4363,0.570700293043
1400000US53033029004,2857,0.487880210947
1400000US53033029303,5920,0.628933667945
1400000US53033029307,6255,0.707262896166
1400000US53033029403,4007,0.597622126123
1400000US53033029405,4089,0.613404006138
1400000US53033029408,2080,0.570565210655
1400000US53033030005,3565,0.594212123029
1400000US53033030308,3587,0.638197466756
1400000US53033030313,6546,0.489051904431
1400000US53033030503,5411,0.561670854799
1400000US53033030802,2260,0.514197515818
1400000US53033031206,6082,0.727972437881
1400000US53033031502,1693329,0.87139787498
1400000US53033031604,6857,0.663268290828
1400000US53033031706,6856,0.543845883157
1400000US53033031909,3151,0.662723481329
1400000US53033032008,3983,0.659015411465
1400000US53033032211,4896,0.699009470247
1400000US53033032214,11059,0.716388941355
1400000US53033032317,7198,0.753818959399
1400000US53033032323,5413,0.664202817848
1400000US53033032329,15953,0.744664547392
1400000US53033032702,859407,0.821449935912
1400000US53033032800,2336304,0.820622100082
1400000US53033990100,25,0.280346181393
1400000US53035080200,4046,0.57991840752
1400000US53035080800,2782,0.511707180751
1400000US53035081200,1427,0.436937284547
1400000US53035090501,13349,0.566778619603
1400000US53001950200,4262631,0.4689975288770612
1400000US53007960100,5213775,0.599897255673
1400000US53007960200,4240768,0.730361797261
1400000US53007960300,831938,0.486681077154
1400000US53007960500,1368114,0.632561311669
1400000US53007960802,12933,0.36606377836
1400000US53007961000,5738,0.260803506216
1400000US53009000200,1596510,0.844916468577
1400000US53009000400,1765248,0.868061630616
1400000US53009000600,1808610,0.856051676141
1400000US53009001500,850698,0.81582643361
1400000US53009002100,6315,0.49307057817
1400000US53009990100,51338,0.287263572716
1400000US53017950100,3669528,0.367229025967
1400000US53017950200,3868979,0.367552153648
1400000US53017950800,10702,0.420012115843
1400000US53019970100,3403500,0.7316922069942108
1400000US53025010600,13808,0.425193065578
1400000US53025010700,1510086,0.556403971863893
1400000US53027000200,528771,0.8084864265721017
1400000US53027000300,2385072,0.8676108817280576
1400000US53027000400,1077039,0.850197013056012
1400000US53029970200,29586,0.664932627293
1400000US53029970601,2694,0.553708760443
1400000US53029971600,36103,0.813184768012
1400000US53029971700,40773,0.83153780533
1400000US53029972100,56149,0.810147125583
1400000US53031950202,447148,0.851579976985
1400000US53031950602,19018,0.820098437956
1400000US53033000401,2287,0.484555683784
1400000US53033000900,5838,0.35897116718
1400000US53033002400,1628,0.600507827865
1400000US53033002800,1633,0.47324449418
1400000US53033003400,1273,0.515402901248
1400000US53033004301,1642,0.536500356865
1400000US53033004900,1814,0.399364172944
1400000US53033005900,3267,0.477898491233
1400000US53033006400,1473,0.61307748966
1400000US53033007100,1356,0.275421146062
1400000US53033007600,932,0.490489990478
1400000US53033008002,351,0.178662774994
1400000US53033008500,787,0.292023908494
1400000US53033009100,702,0.271015426425
1400000US53033009800,3172,0.495750302158
1400000US53033010300,2722,0.507323259861
1400000US53033010702,1268,0.521021551356
1400000US53033011300,5280,0.609434408459
1400000US53033012000,2405,0.570190966579
1400000US53061052502,23925,0.760554736516
1400000US53061052503,8262,0.677569621989
1400000US53061052701,34043,0.843381945293
1400000US53061052708,5303,0.643712478124
1400000US53061052806,5235,0.626112357119
1400000US53061053102,42064,0.796363862354
1400000US53061053506,432237,0.852775252869
1400000US53061053507,7925,0.642269054766
1400000US53061053602,898600,0.839754389371
1400000US53061053700,2819935,0.799254176449
1400000US53061053801,1891636,0.8280181265
1400000US53061990002,145,0.310309641012
1400000US53061990100,1,0.412506073713
1400000US53035090502,11653,0.742140043623
1400000US53035090700,30108,0.784211830699
1400000US53035091204,8125,0.560879516762
1400000US53035091600,8461,0.724257240036
1400000US53035092300,12187,0.704459429834
1400000US53035092803,30761,0.82160760833
1400000US53037975200,2515538,0.6444780486541263
1400000US53037975300,2528797,0.47212148386329694
1400000US53043960200,2361947,0.523606927651744
1400000US53043960300,3219789,0.47459115832284404
1400000US53045960200,985129,0.827126447478
1400000US53045960700,3157,0.538457744803
1400000US53047940200,2982779,0.490061809653
1400000US53047970300,5595264,0.594084578869
1400000US53047970400,992411,0.488352518297
1400000US53047970500,1746373,0.579347521952
1400000US53047970900,6437350,0.60496971262
1400000US53047971000,2633486,0.605835605152
1400000US53053060300,8684,0.683503553731
1400000US53053060700,3428,0.525393587048
1400000US53053060905,5565,0.524356219847
1400000US53053061700,4308,0.529733211524
1400000US53053062500,4705,0.506375451744
1400000US53053063000,3608,0.48796277061
1400000US53053063200,3859,0.532675258651
1400000US53053063300,5523,0.567475352386
1400000US53053063400,6279,0.570550484412
1400000US53053063502,3160,0.546744518006
1400000US53053070308,5391,0.651236069561
1400000US53053070314,9445,0.540147473516
1400000US53053071100,10735,0.713337204279
1400000US53053071208,5989,0.568858392313
1400000US53053071305,16252,0.684218981422
1400000US53053071403,9938,0.631761021743
1400000US53053071411,5509,0.531588854925
1400000US53053071602,7638,0.573527657678
1400000US53053071707,2057,0.47044934064
1400000US53053071807,6957,0.36031613664
1400000US53053072107,8202,0.669309388808
1400000US53053072305,6651,0.635883732791
1400000US53053072311,3957,0.529827663721
1400000US53053072409,11870,0.699802436641
1400000US53053072601,76356,0.815795696835
1400000US53053073111,6063,0.682521466154
1400000US53053073115,11216,0.6980971387891414
1400000US53053073120,5379,0.625687407221
1400000US53053073124,6392,0.636409312769
1400000US53053073407,3950,0.401514502226
1400000US53053940005,7005,0.648182726374
1400000US53055960100,316046,0.816271738278
1400000US53057940200,7918,0.529564051612
1400000US53057940500,2407,0.517153440436
1400000US53057950100,107266,0.769527133703
1400000US53057951100,3964879,0.756816947132
1400000US53057951200,1280085,0.868582525046
1400000US53057951500,38877,0.743301037203
1400000US53057952401,3036,0.551191356058
1400000US53061040100,13211,0.379996919366
1400000US53061041000,5101,0.562220098164
1400000US53061041400,5428,0.596726799944
1400000US53061041701,5483,0.532089793968
1400000US53061041808,2799,0.537785061951
1400000US53061041904,2374,0.461183622884
1400000US53061042006,4386,0.552154104387
1400000US53061050600,6171,0.684159873428
1400000US53061051500,5437,0.54903785233
1400000US53061051702,3575,0.539608692287
1400000US53061051916,4611,0.658586575453
1400000US53061051926,14002,0.734210003536
1400000US53061052007,3654,0.614870806413
1400000US53061052203,26936,0.753422428361
1400000US53061052401,6862,0.615551797885
1400000US53033022802,4376,0.646402012925
1400000US53033022803,7826,0.525839484116
1400000US53033022901,2446,0.653196315399
1400000US53033022902,8437,0.583764789868
1400000US53033023000,9539,0.531695351837
1400000US53033023100,8573,0.516261307072
1400000US53033023202,2424,0.544782734611
1400000US53033023300,6267,0.621171562102
1400000US53033023401,6127,0.575931142327
1400000US53033023403,8722,0.525641696329
1400000US53033023500,3728,0.635176032238
1400000US53033023601,7574,0.669507448786
1400000US53033023603,3311,0.597104208108
1400000US53033023604,4934,0.652387032949
1400000US53033023700,12429,0.534837831168
1400000US53033023801,6106,0.665942685569
1400000US53033023804,2042,0.281192534801
1400000US53033023900,14635,0.520607657226
1400000US53033024000,8130,0.59350217687
1400000US53065941000,1051079,0.6482463565644703
1400000US53067011100,14533,0.663095706445
1400000US53067012211,32342,0.789885637896
1400000US53067012330,5174,0.650318714092
1400000US53073000300,11296,0.599902737978
1400000US53073000600,1967,0.263437500556
1400000US53073001000,4177,0.659595519126
1400000US53073010100,7315280,0.729196407538
1400000US53073010404,100593,0.78113102103
1400000US53073011000,20936,0.814065247568
1400000US53077003001,4926353,0.6339466840351283
1400000US53033020500,4487,0.608829960079
1400000US53033020600,3282,0.582397851489
1400000US53033020700,2796,0.489127410513
1400000US53033020900,7959,0.72533323399
1400000US53033021000,4318,0.566685864962
1400000US53033021300,5019,0.470911017686
1400000US53033021400,5530,0.703788243318
1400000US53033021500,6454,0.676502795364
