GEO_ID,COUNT,MEAN
1400000US53033020300,4300,0.573025229062
1400000US53033020401,3833,0.646318019844
1400000US53033020402,4617,0.737409301104
1400000US53033021100,4333,0.653178543114
1400000US53033021804,5049,0.651093859921
1400000US53033022003,3823,0.679497864447
1400000US53033022201,3779,0.720592262202
1400000US53033022603,4830,0.660331268762
1400000US53033022703,6926,0.775170796034
1400000US53033023201,2608,0.614543201596
1400000US53033023404,6050,0.456539053451
1400000US53033023803,923,0.312650516952
1400000US53033024100,10002,0.586270416691
1400000US53033024701,4476,0.688961010756
1400000US53033025005,12572,0.779280998638
1400000US53033025400,3727,0.526748754554
1400000US53033026300,8563,0.39169507405
1400000US53033026802,3371,0.637921054616
1400000US53033027500,3655,0.594064176407
1400000US53033028000,3423,0.589705670895
1400000US53033028403,3478,0.549639952822
1400000US53033028700,4363,0.624009464763
1400000US53033029004,2857,0.532812410467
1400000US53033029303,5914,0.632108164264
1400000US53033029307,6255,0.733664112347
1400000US53033029403,4007,0.624513132034
1400000US53033029405,4089,0.66299290892
1400000US53033029408,2080,0.631275064588
1400000US53033030005,3565,0.623046719217
1400000US53033030308,3587,0.638082230979
1400000US53033030313,6546,0.503330095724
1400000US53033030503,5411,0.593689479659
1400000US53033030802,2260,0.576306475923
1400000US53033031206,6082,0.730093149427
1400000US53033031502,1693329,0.863458762965
1400000US53033031604,6857,0.634512731909
1400000US53033031706,6856,0.576026524881
1400000US53033031909,3151,0.662128706105
1400000US53033032008,3983,0.644343728999
1400000US53033032211,4896,0.705729126518
1400000US53033032214,11059,0.73123540718
1400000US53033032317,7198,0.770721923041
1400000US53033032323,5413,0.674504085211
1400000US53033032329,15953,0.74967666077
1400000US53033032702,859427,0.804987718922
1400000US53033032800,2336166,0.800717598902
1400000US53033990100,25,0.28790874213
1400000US53035080200,4046,0.635005026973
1400000US53035080800,2782,0.557428376809
1400000US53035081200,1427,0.480199247849
1400000US53035090501,13349,0.600319396242
1400000US53001950200,4279015,0.44663865017123083
1400000US53007960100,5213806,0.601961854038
1400000US53007960200,4240787,0.728876799353
1400000US53007960300,831938,0.49575413239
1400000US53007960500,1368114,0.650267915516
1400000US53007960802,12933,0.360716573891
1400000US53007961000,5738,0.254954171231
1400000US53009000200,1597547,0.859847467132
1400000US53009000400,1769628,0.890284273006
1400000US53009000600,1808615,0.870341078138
1400000US53009001500,850682,0.834461680514
1400000US53009002100,6315,0.520801399624
1400000US53009990100,51330,0.24740562416
1400000US53017950100,3669526,0.403304870947
